Year;Author;Title;ID;ID_2;Exp_ID;Effect_ID;ES_ID;Type_of_study;Medical_Field;LLM_Model;Accessed_model;Model_version;Timestamp_of_model;Temperature;Test_Data;Recruitment_Country;Career_stage;Prior_LLM_training_of_physicians;Control_group_resources;Treatment_group_resources;Pre-training_of_LLM;Case_setting;Task_Format;Patient_history;Input_Form_Patient_Information_in_LLM;Input_Form_Patient_Information_clinician;Follow_Up_Prompts_Allowed;Time_restrictions;Explanation_Format_of_LLM;Time_lag_sessions;Type_of_Results;N_total;N_physicians_total;N_cases_total;N_assessments_total;Same_Cases_Both_Conditions;h_design;h_unit_level;h_var_level;h_n_pairs;h_r_used;h_r_source;h_b;h_c;h_measure_class;M_control;n_control_case;n_control_physician;n_control;SE_control;SD_control;95CI_lower_control;95CI_upper_control;M_treatment;n_treatment_case;n_treatment_physician;n_treatment;SE_treatment;SD_treatment;95CI_lower_treatment;95CI_upper_treatment;Performance_Difference;Performance_Difference_SD;Performance_Difference_SE;95CI_lower_performance_diff;95CI_upper_performance_diff;Performance_difference_p_value;Odds_Ratio;95CI_lower_odds_ratio;95CI_upper_odds_ratio;Correlation_r_between_conditions;Discordant_b;Discordant_c;Reader_cluster_adjusted_SD_SE_CI;h_icc
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;3112;1;31121;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.3821;reported;26;8;proportion;0.3654;104;1;104;NR;0.4815;NR;NR;0.5385;104;1;104;NR;0.4985;NR;NR;0.1731;NR;0.0534;NR;NR;NR;NR;NR;NR;0.3821;26;8;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;3113;1;31131;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.5129;reported;18;7;proportion;0.5577;104;1;104;NR;0.4967;NR;NR;0.6635;104;1;104;NR;0.4725;NR;NR;0.1058;NR;0.0469;NR;NR;NR;NR;NR;NR;0.5129;18;7;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;3114;1;31141;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.8094;reported;6;3;proportion;0.6442;104;1;104;NR;0.4788;NR;NR;0.6731;104;1;104;NR;0.4691;NR;NR;0.0289;NR;0.0287;NR;NR;NR;NR;NR;NR;0.8094;6;3;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;3115;1;31151;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.7722;reported;9;3;proportion;0.5288;104;1;104;NR;0.4992;NR;NR;0.5865;104;1;104;NR;0.4925;NR;NR;0.0577;NR;0.0328;NR;NR;NR;NR;NR;NR;0.7722;9;3;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;3116;1;31161;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.4817;reported;16;7;proportion;0.6635;104;1;104;NR;0.4725;NR;NR;0.75;104;1;104;NR;0.433;NR;NR;0.0865;NR;0.0453;NR;NR;NR;NR;NR;NR;0.4817;16;7;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;3117;1;31171;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.5373;reported;15;7;proportion;0.625;104;1;104;NR;0.4841;NR;NR;0.7019;104;1;104;NR;0.4574;NR;NR;0.0769;NR;0.0445;NR;NR;NR;NR;NR;NR;0.5373;15;7;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;3118;1;31181;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.4575;reported;12;5;proportion;0.7885;104;1;104;NR;0.4084;NR;NR;0.8558;104;1;104;NR;0.3513;NR;NR;0.0673;NR;0.0391;NR;NR;NR;NR;NR;NR;0.4575;12;5;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;3119;1;31191;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.4819;reported;16;11;proportion;0.5096;104;1;104;NR;0.4999;NR;NR;0.5577;104;1;104;NR;0.4967;NR;NR;0.0481;NR;0.0497;NR;NR;NR;NR;NR;NR;0.4819;16;11;NR;0.037
2024;Wang et al.;Enhancing Diagnostic Accuracy and Efficiency with GPT-4-Generated Structured Reports: A Comprehensive Study;Wang et al. (2024) - GPT-4 structured CEUS liver reports;32;321;1;3211;peer-reviewed;Radiology;GPT-4;NR;NR;NR;NR;internal (single-centre retrospective CEUS reports, Beijing Friendship Hospital, Jan 2017-Mar 2023);China;Resident;0;0;0;0;Real-world;Classification;0;Text;text;0;"NR (completion time recorded; no time limit imposed)";Free text;"NR (parallel-group; different physicians per arm, no washout)";Top-1;10;10;"UNCLEAR (per-stratum patient-case allocation not reported; whole study = 159 reports / 190 LR-classified nodules)";125;"UNCLEAR (case allocation across arms not described; arm assessment totals differ, so identical case sets cannot be confirmed)";parallel;physician;physician;;NR;none;;;proportion;63.55;UNCLEAR (5 physicians, 62 control reads);5;5;5.07;11.33;NR;NR;67.44;UNCLEAR (5 physicians, 63 treatment reads);5;5;9.25;20.68;NR;NR;3.89;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR;
2024;Wang et al.;Enhancing Diagnostic Accuracy and Efficiency with GPT-4-Generated Structured Reports: A Comprehensive Study;Wang et al. (2024) - GPT-4 structured CEUS liver reports;32;322;1;3221;peer-reviewed;Radiology;GPT-4;NR;NR;NR;NR;internal (single-centre retrospective CEUS reports, Beijing Friendship Hospital, Jan 2017-Mar 2023);China;Attending;0;0;0;0;Real-world;Classification;0;Text;text;0;"NR (completion time recorded; no time limit imposed)";Free text;"NR (parallel-group; different physicians per arm, no washout)";Top-1;10;10;"UNCLEAR (per-stratum patient-case allocation not reported; whole study = 159 reports / 190 LR-classified nodules)";112;"UNCLEAR (case allocation across arms not described; arm assessment totals differ, so identical case sets cannot be confirmed)";parallel;physician;physician;;NR;none;;;proportion;71.82;UNCLEAR (5 physicians, 53 control reads);5;5;4.84;10.83;NR;NR;79.22;UNCLEAR (5 physicians, 59 treatment reads);5;5;6.06;13.54;NR;NR;7.4;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR;
2024;Wang et al.;Enhancing Diagnostic Accuracy and Efficiency with GPT-4-Generated Structured Reports: A Comprehensive Study;Wang et al. (2024) - GPT-4 structured CEUS liver reports;32;323;1;3231;peer-reviewed;Radiology;GPT-4;NR;NR;NR;NR;internal (single-centre retrospective CEUS reports, Beijing Friendship Hospital, Jan 2017-Mar 2023);China;Attending;0;0;0;0;Real-world;Classification;0;Text;text;0;"NR (completion time recorded; no time limit imposed)";Free text;"NR (parallel-group; different physicians per arm, no washout)";Top-1;10;10;"UNCLEAR (per-stratum patient-case allocation not reported; whole study = 159 reports / 190 LR-classified nodules)";120;"UNCLEAR (case allocation across arms not described; arm assessment totals differ, so identical case sets cannot be confirmed)";parallel;physician;physician;;NR;none;;;proportion;82.91;UNCLEAR (5 physicians, 53 control reads);5;5;4.55;10.17;NR;NR;90.71;UNCLEAR (5 physicians, 67 treatment reads);5;5;3.48;7.78;NR;NR;7.8;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR;
2025;Weuthen et al.;Comparison of ChatGPT and Internet Research for Clinical Research and Decision-Making in Occupational Medicine: Randomized Controlled Trial;Weuthen et al.;33;331;1;3311;peer-reviewed;General medicine;GPT-4;ChatGPT;0125-preview;0;NR;unknown;Germany;Mixed;0;1;0;0;Adapted real-world cases;Multiple choice;0;Text;0;1;0;Free text;0;Top-1;32;32;1;32;1;parallel;physician;physician;;NR;;;;proportion;0.428571429;1;14;14;NR;0.489897949;NR;NR;0.5;1;18;18;NR;0.5;NR;NR;0.1;0.071428571;NR;0;0;0.69;NR;0.18;3.06;;;;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;341;1;3411;peer-reviewed;Ophthalmology;EyeFM;"custom self-hosted EyeFM copilot (finetuned VLM; deployed on a local server); not a public API";"EyeFM (RCT copilot version, finetuned from the retrospective-validation model, with human-in-the-loop DPO/federated updates); base LLM LLaMA-2 7B";NR;NR;external;China;Resident;1;0;0;1;Real-world;Open-ended;1;Multimodal (text + image);multimodal (text + image);0;NR;Free text;NR;Top-1;322;8;322;322;0;parallel;physician-case;physician-case;;NR;none;;;proportion;73.548;155;4;155;NR;"NR (proportion; 95% CI 71.1-79.8 reported)";67.2;79.9;89.22155689;167;4;167;NR;NR;85.4;93.1;15.673;NR;NR;NR;NR;"<0.001 (chi-square; correct-diagnosis rate, intervention vs control)";"NR (not reported; reviewer-derivable from the 2x2 [int 308/26, ctrl 252/82]: OR = 3.86 => d = +0.74, SE 0.13 - see Note)";NR;NR;NR;;;"Nein – primary analysis uses patient-level chi-square / arm CIs; patients are nested within 8 ophthalmologists per arm and notes explicitly state clustering was not modelled.";
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;341;2;3412;peer-reviewed;Ophthalmology;EyeFM;"custom self-hosted EyeFM copilot (finetuned VLM; deployed on a local server); not a public API";"EyeFM (RCT copilot version, finetuned from the retrospective-validation model, with human-in-the-loop DPO/federated updates); base LLM LLaMA-2 7B";NR;NR;external;China;Attending;1;0;0;1;Real-world;Open-ended;1;Multimodal (text + image);multimodal (text + image);0;NR;Free text;NR;Top-1;346;8;346;346;0;parallel;physician-case;physician-case;;NR;none;;;proportion;77.09497207;179;4;179;NR;"NR (proportion; 95% CI 71.1-79.8 reported)";71.5;82.6;95.20958084;167;4;167;NR;NR;92.9;97.6;18.115;NR;NR;NR;NR;"<0.001 (chi-square; correct-diagnosis rate, intervention vs control)";"NR (not reported; reviewer-derivable from the 2x2 [int 308/26, ctrl 252/82]: OR = 3.86 => d = +0.74, SE 0.13 - see Note)";NR;NR;NR;;;"Nein – primary analysis uses patient-level chi-square / arm CIs; patients are nested within 8 ophthalmologists per arm and notes explicitly state clustering was not modelled.";
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;342;1;3421;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot (finetuned VLM);"EyeFM (copilot version; base LLM LLaMA-2 7B)";NR;NR;external;China;Attending;0;0;0;1;Real-world;Open-ended;1;Multimodal (text + image);multimodal (text + image);0;NR;Differential, free text;2 weeks;Top-1;120;3;40;240;1;within_subject;physician-case;physician-case;120;NR;from_bc;10;3;proportion;34.2;40;3;120;NR;"NR (proportion; Clopper-Pearson 95% CI reported)";25.7;42.7;40;40;3;120;NR;NR;31.2;48.8;5.8;NR;NR;NR;NR;"0.052 (Wilcoxon; senior, top-1, EyeFM vs unaided)";NR;NR;NR;NR;10;3;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;343;1;3431;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot (finetuned VLM);"EyeFM (copilot version; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Open-ended;1;Multimodal (text + image);multimodal (text + image);0;NR;Differential, free text;2 weeks;Top-1;120;3;40;240;1;within_subject;physician-case;physician-case;120;NR;from_bc;9;10;proportion;30;40;3;120;NR;"NR (proportion; Clopper-Pearson 95% CI reported)";20;40;29.2;40;3;120;NR;NR;21;37.3;-0.8;NR;NR;NR;NR;"0.819 (Wilcoxon; junior, top-1, EyeFM vs unaided)";NR;NR;NR;NR;9;10;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;342;2;3422;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot (finetuned VLM);"EyeFM (copilot version; base LLM LLaMA-2 7B)";NR;NR;external;China;Attending;0;0;0;1;Real-world;Open-ended;1;Multimodal (text + image);multimodal (text + image);0;NR;Differential, free text;2 weeks;Top-2;120;3;40;240;1;within_subject;physician-case;physician-case;120;NR;from_bc;11;2;proportion;39.2;40;3;120;NR;"NR (proportion; Clopper-Pearson 95% CI reported)";30.4;47.9;46.7;40;3;120;NR;NR;37.7;55.6;7.5;NR;NR;NR;NR;"0.013 (Wilcoxon; senior, top-2, EyeFM vs unaided)";NR;NR;NR;NR;11;2;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;343;2;3432;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot (finetuned VLM);"EyeFM (copilot version; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Open-ended;1;Multimodal (text + image);multimodal (text + image);0;NR;Differential, free text;2 weeks;Top-2;120;3;40;240;1;within_subject;physician-case;physician-case;120;NR;from_bc;8;4;proportion;31.7;40;3;120;NR;"NR (proportion; Clopper-Pearson 95% CI reported)";23.3;40;35;40;3;120;NR;NR;26.5;43.5;3.3;NR;NR;NR;NR;"0.248 (Wilcoxon; junior, top-2, EyeFM vs unaided)";NR;NR;NR;NR;8;4;NR;
2025;Wu et al.;A large language model improves clinicians’ diagnostic performance in complex critical illness cases;Wu et al.;35;351;1;3511;peer-reviewed;General medicine;DeepSeek-R1;NR;website version was used, with a total params of 671B, a maximal token length of 128 K, default temperature of 0.6;2025_01;0;unknown;China;Resident;0;1;0;0;Real-world (published) cases;Open-ended;1;Text;0;0;0;Differential;NR (separate groups);Top-1;48;32;48;96;1;parallel;physician-case;physician-case;;NR;;;;proportion;0.27;48;16;48;NR;NR;0.146;0.396;0.58;48;16;48;NR;NR;0.438;0.729;0.31;;NR;0;0;0.006;NR;0;0;;;;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;344;1;3441;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot;"EyeFM (copilot; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Classification;0;Image;image;0;NR;Differential;"NR (parallel; different patients per arm)";Top-1;231;1;231;231;0;parallel;case;case;;NR;none;;;proportion;92.481;133;1;133;NR;NR;NR;NR;98.97959184;98;1;98;NR;NR;NR;NR;6.498;NR;NR;NR;NR;NR;NR;NR;NR;NR;;;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;344;2;3442;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot;"EyeFM (copilot; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Classification;0;Image;image;0;NR;Differential;"NR (parallel; different patients per arm)";Top-1;231;1;231;231;0;parallel;case;case;;NR;none;;;proportion;83.459;133;1;133;NR;NR;NR;NR;86.73469388;98;1;98;NR;NR;NR;NR;3.276;NR;NR;NR;NR;NR;NR;NR;NR;NR;;;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;344;3;3443;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot;"EyeFM (copilot; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Classification;0;Image;image;0;NR;Differential;"NR (parallel; different patients per arm)";Top-1;231;1;231;231;0;parallel;case;case;;NR;none;;;proportion;92.481;133;1;133;NR;NR;NR;NR;95.91836735;98;1;98;NR;NR;NR;NR;3.437;NR;NR;NR;NR;NR;NR;NR;NR;NR;;;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;345;1;3451;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot;"EyeFM (copilot; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Classification;0;Image;image;0;NR;Differential;"NR (parallel; different patients per arm)";Top-1;829;3;829;829;0;parallel;physician-case;physician-case;;NR;none;;;proportion;96.627;504;3;504;NR;NR;NR;NR;96.61538462;325;3;325;NR;NR;NR;NR;-0.012;NR;NR;NR;NR;NR;NR;NR;NR;NR;;;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;345;2;3452;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot;"EyeFM (copilot; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Classification;0;Image;image;0;NR;Differential;"NR (parallel; different patients per arm)";Top-1;829;3;829;829;0;parallel;physician-case;physician-case;;NR;none;;;proportion;95.635;504;3;504;NR;NR;NR;NR;98.76923077;325;3;325;NR;NR;NR;NR;3.134;NR;NR;NR;NR;NR;NR;NR;NR;NR;;;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;345;3;3453;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot;"EyeFM (copilot; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Classification;0;Image;image;0;NR;Differential;"NR (parallel; different patients per arm)";Top-1;829;3;829;829;0;parallel;physician-case;physician-case;;NR;none;;;proportion;97.222;504;3;504;NR;NR;NR;NR;98.76923077;325;3;325;NR;NR;NR;NR;1.547;NR;NR;NR;NR;NR;NR;NR;NR;NR;;;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;346;1;3461;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot;"EyeFM (copilot; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Classification;0;Image;image;0;NR;Differential;"NR (parallel; different patients per arm)";Top-1;338;3;338;338;0;parallel;physician-case;physician-case;;NR;none;;;proportion;91.707;205;3;205;NR;NR;NR;NR;97.7443609;133;3;133;NR;NR;NR;NR;6.037;NR;NR;NR;NR;NR;NR;NR;NR;NR;;;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;346;2;3462;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot;"EyeFM (copilot; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Classification;0;Image;image;0;NR;Differential;"NR (parallel; different patients per arm)";Top-1;338;3;338;338;0;parallel;physician-case;physician-case;;NR;none;;;proportion;92.683;205;3;205;NR;NR;NR;NR;97.7443609;133;3;133;NR;NR;NR;NR;5.061;NR;NR;NR;NR;NR;NR;NR;NR;NR;;;NR;
2025;Wu et al.;An eyecare foundation model for clinical assistance: a randomized controlled trial;Wu et al. (2025) - EyeFM;34;346;3;3463;peer-reviewed;Ophthalmology;EyeFM;custom self-hosted EyeFM copilot;"EyeFM (copilot; base LLM LLaMA-2 7B)";NR;NR;external;China;Resident;0;0;0;1;Real-world;Classification;0;Image;image;0;NR;Differential;"NR (parallel; different patients per arm)";Top-1;338;3;338;338;0;parallel;physician-case;physician-case;;NR;none;;;proportion;93.659;205;3;205;NR;NR;NR;NR;98.4962406;133;3;133;NR;NR;NR;NR;4.838;NR;NR;NR;NR;NR;NR;NR;NR;NR;;;NR;
2026;Xu et al.;Predicting Invasiveness of Lung Adenocarcinoma from Chest CT with Few-shot Vision-Language Ternary Classification Model;Xu et al. (2026) - GPT-4o pGGN invasiveness;36;361;1;3611;peer-reviewed;Radiology;GPT-4o;web interface (official OpenAI website chat interface, which allows video upload);GPT-4o (exact snapshot NR);NR;NR;external;China;Resident;0;0;0;0;Real-world;Classification;1;Image;multimodal (text + image);0;NR;Free text;4 week;Top-1;110;1;110;220;1;within_subject;case;case;110;NR;none;;;proportion;0.336363636;110;1;110;NR;0.472464962;NR;NR;0.618181818;110;1;110;NR;0.485832335;NR;NR;0.281818182;NR (no dispersion of the paired difference reported);NR;NR;NR;NR;NR;NR;NR;NR;"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";NR;
2026;Xu et al.;Predicting Invasiveness of Lung Adenocarcinoma from Chest CT with Few-shot Vision-Language Ternary Classification Model;Xu et al. (2026) - GPT-4o pGGN invasiveness;36;362;1;3621;peer-reviewed;Radiology;GPT-4o;web interface (official OpenAI website chat interface, which allows video upload);GPT-4o (exact snapshot NR);NR;NR;external;China;Resident;0;0;0;0;Real-world;Classification;1;Image;multimodal (text + image);0;NR;Free text;4 week;Top-1;110;1;110;220;1;within_subject;case;case;110;NR;none;;;proportion;0.454545455;110;1;110;NR;0.497929598;NR;NR;0.645454545;110;1;110;NR;0.47837535;NR;NR;0.190909091;NR (no dispersion of the paired difference reported);NR;NR;NR;NR;NR;NR;NR;NR;"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";NR;
2026;Xu et al.;Predicting Invasiveness of Lung Adenocarcinoma from Chest CT with Few-shot Vision-Language Ternary Classification Model;Xu et al. (2026) - GPT-4o pGGN invasiveness;36;363;1;3631;peer-reviewed;Radiology;GPT-4o;web interface (official OpenAI website chat interface, which allows video upload);GPT-4o (exact snapshot NR);NR;NR;external;China;Attending;0;0;0;0;Real-world;Classification;1;Image;multimodal (text + image);0;NR;Free text;4 week;Top-1;110;1;110;220;1;within_subject;case;case;110;NR;none;;;proportion;0.654545455;110;1;110;NR;0.475516248;NR;NR;0.763636364;110;1;110;NR;0.424848053;NR;NR;0.109090909;NR (no dispersion of the paired difference reported);NR;NR;NR;NR;NR;NR;NR;NR;"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";NR;
2026;Xu et al.;Predicting Invasiveness of Lung Adenocarcinoma from Chest CT with Few-shot Vision-Language Ternary Classification Model;Xu et al. (2026) - GPT-4o pGGN invasiveness;36;364;1;3641;peer-reviewed;Radiology;GPT-4o;web interface (official OpenAI website chat interface, which allows video upload);GPT-4o (exact snapshot NR);NR;NR;external;China;Attending;0;0;0;0;Real-world;Classification;1;Image;multimodal (text + image);0;NR;Free text;4 week;Top-1;110;1;110;220;1;within_subject;case;case;110;NR;none;;;proportion;0.4;110;1;110;NR;0.489897949;NR;NR;0.690909091;110;1;110;NR;0.462118728;NR;NR;0.290909091;NR (no dispersion of the paired difference reported);NR;NR;NR;NR;NR;NR;NR;NR;"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";"NR (per-reader 2x2 discordant cells not reported; only an aggregate McNemar P<0.001 => b+c bounded, not identified)";NR;
